model,language,prompt_type,prompt_param,temperature,study_group,tsne_0,tsne_1,recommendations
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,32.287098,11.267751,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.759926,-26.855608,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.759926,-26.855608,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.265636,-26.641846,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,30.842754,-26.69727,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.265636,-26.641846,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.759926,-26.855608,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.265636,-26.641846,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.265636,-26.641846,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.265636,-26.641846,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,31.265636,-26.641846,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,2.6295094,-3.285715,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.916932,-62.380123,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.911647,-62.339355,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.947648,-62.183147,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,12.995574,-62.153625,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.0997998,-3.9570625,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,31.759926,-26.855608,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,54.162704,16.531221,"['ingegneria informatica', 'economia e commercio', 'medicina e chirurgia', 'giurisprudenza', 'scienze della comunicazione']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,52.759872,17.096191,"['ingegneria informatica/informatica', 'economia e commercio', 'medicina e chirurgia', 'giurisprudenza', 'psicologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia/scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,60.810875,2.350919,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,33.674652,10.672456,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'biologia/scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,71.48918,-15.631305,"['ingegneria informatica', 'economia e commercio', 'ingegneria gestionale', 'scienze della comunicazione', 'psicologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,f,31.510021,-27.11508,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,f,0.4043461,-3.4216933,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,f,28.074703,-10.975806,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'lingue e letterature straniere']"
