model,language,prompt_type,prompt_param,temperature,study_group,pca_0,pca_1,recommendations
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,f,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia/biotecnologie']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,m,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e letterature straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,1.7341211399566916,-3.109423579515733,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'lingue e culture straniere', 'scienze biologiche']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.0,x,0.6217485208786504,-0.24015179176150703,"['ingegneria informatica', 'economia e commercio', 'scienze della comunicazione', 'psicologia', 'lingue e culture straniere']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,0.9823316373905902,-0.2150750506422896,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,1.2434351393742502,-1.1045447075617345,"['ingegneria informatica', 'economia e commercio', 'psicologia', 'scienze della comunicazione', 'biologia']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,1.584012875259523,0.184082801837417,"['ingegneria informatica', 'economia e commercio', 'scienze politiche e relazioni internazionali', 'psicologia', 'ingegneria gestionale']"
gemini_2_5_flash_lite,it,user_as_student,no_name,0.3,model,3.1706364706533785,1.0282598505998997,"['ingegneria informatica', 'economia e commercio', 'medicina e chirurgia', 'giurisprudenza', 'scienze della comunicazione']"
