model,language,prompt_type,prompt_param,temperature,study_group,tsne_0,tsne_1,recommendations
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-27.488369,6.705178,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-27.488369,6.705178,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,14.681697,45.142998,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,9.404414,-1.07329,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-27.488369,6.705178,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-25.232834,4.10244,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.0,x,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,model,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-53.52404,-53.35072,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'biotecnologie']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,16.683428,45.345356,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,f,-26.977581,5.7085905,"['ingegneria informatica', 'economia e management', 'psicologia', 'scienze della comunicazione', 'medicina e chirurgia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
claude_4_sonnet,it,user_as_student,no_name,0.3,m,-5.6298804,27.629377,"['ingegneria informatica', 'medicina e chirurgia', 'economia e management', 'psicologia', 'scienze della comunicazione']"
claude_4_sonnet,it,user_as_student,no_name,0.3,m,6.716009,-1.7135057,"['ingegneria informatica', 'economia e management', 'medicina e chirurgia', 'scienze della comunicazione', 'psicologia']"
